"kt_id","jahr","dim","wert","anz_gultig","anz_stber"
"SO",1998,21,-2.87,74815,163805
"SO",1998,22,1.83,74815,163805
"SZ",1998,21,-10,32425,83138
"SZ",1998,22,7.81,32425,83138
"TG",1998,21,-6.73,60490,139726
"TG",1998,22,6.35,60490,139726
"TI",1998,21,-4.75,64326,190664
"TI",1998,22,-9.12,64326,190664
"UR",1998,21,-8.5,10263,25479
"UR",1998,22,2.51,10263,25479
"VD",1998,21,6.51,133927,364852
"VD",1998,22,-7.38,133927,364852
"VS",1998,21,-3.18,70820,181331
"VS",1998,22,-4.1,70820,181331
"ZG",1998,21,0.33,28888,63407
"ZG",1998,22,6.04,28888,63407
"ZH",1998,21,2.48,334358,777878
"ZH",1998,22,2.15,334358,777878
"AG",1999,21,-3.81,137640,349498
"AG",1999,22,5.87,137640,349498
"AI",1999,21,-9.89,4008,9919
"AI",1999,22,12.52,4008,9919
"AR",1999,21,-4.71,17856,35531
"AR",1999,22,6.14,17856,35531
"BE",1999,21,0.87,277486,675423
"BE",1999,22,0.58,277486,675423
"BL",1999,21,2.19,75470,174932
"BL",1999,22,0.84,75470,174932
"BS",1999,21,5.3,59732,118442
"BS",1999,22,-4.54,59732,118442
"FR",1999,21,1.77,55128,156457
"FR",1999,22,-5.3,55128,156457
"GE",1999,21,7.98,83462,201331
"GE",1999,22,-12.06,83462,201331
"GL",1999,21,-7.56,9717,24560
"GL",1999,22,6.17,9717,24560
"GR",1999,21,-2.09,42967,127309
"GR",1999,22,2.56,42967,127309
"JU",1999,21,2.33,14515,47942
"JU",1999,22,-17.08,14515,47942
"LU",1999,21,-2.31,108430,227772
"LU",1999,22,5.03,108430,227772
"NE",1999,21,4.51,33230,104773
"NE",1999,22,-11.2,33230,104773
"NW",1999,21,-4.36,12259,26652
"NW",1999,22,8.55,12259,26652
"OW",1999,21,-4.54,10077,22018
"OW",1999,22,8.17,10077,22018
"SG",1999,21,-4.43,122657,283051
"SG",1999,22,5.84,122657,283051
"SH",1999,21,-4.7,28404,48232
"SH",1999,22,1.27,28404,48232
"SO",1999,21,-2.66,75719,163581
"SO",1999,22,2.04,75719,163581
"SZ",1999,21,-9.86,34108,83785
"SZ",1999,22,8.01,34108,83785
"TG",1999,21,-6.64,62546,140502
"TG",1999,22,6.44,62546,140502
"TI",1999,21,-5.13,68274,191890
"TI",1999,22,-9.04,68274,191890
"UR",1999,21,-8.32,9487,25440
"UR",1999,22,2.53,9487,25440
"VD",1999,21,6.35,114520,365393
"VD",1999,22,-7.86,114520,365393
"VS",1999,21,-3.34,50326,182278
"VS",1999,22,-4.48,50326,182278
"ZG",1999,21,0.37,29964,64010
"ZG",1999,22,6.39,29964,64010
"ZH",1999,21,2.49,342077,780439
"ZH",1999,22,2.25,342077,780439
"AG",2000,21,-3.74,139474,352891
"AG",2000,22,5.87,139474,352891
"AI",2000,21,-9.8,3655,10037
"AI",2000,22,12.36,3655,10037
"AR",2000,21,-4.54,17068,35641
"AR",2000,22,6.16,17068,35641
"BE",2000,21,1.03,290335,676340
"BE",2000,22,0.51,290335,676340
"BL",2000,21,2.13,74909,175828
"BL",2000,22,0.98,74909,175828
"BS",2000,21,5.29,60659,115799
"BS",2000,22,-4.48,60659,115799
"FR",2000,21,1.78,67007,158345
"FR",2000,22,-5.47,67007,158345
"GE",2000,21,7.54,96008,203205
"GE",2000,22,-12.01,96008,203205
"GL",2000,21,-7.76,9745,24570
"GL",2000,22,6.09,9745,24570
"GR",2000,21,-2.25,43794,127990
"GR",2000,22,2.59,43794,127990
"JU",2000,21,2.09,21009,47907
"JU",2000,22,-17,21009,47907
"LU",2000,21,-2.2,104100,229648
"LU",2000,22,5.1,104100,229648
"NE",2000,21,4.54,39784,104481
"NE",2000,22,-11.32,39784,104481
"NW",2000,21,-4.33,11764,27024
"NW",2000,22,8.73,11764,27024
"OW",2000,21,-4.48,9167,22240
"OW",2000,22,8.16,9167,22240
"SG",2000,21,-4.52,119117,284554
"SG",2000,22,5.93,119117,284554
"SH",2000,21,-4.67,28581,48045
"SH",2000,22,1.19,28581,48045
"SO",2000,21,-2.5,74254,163939
"SO",2000,22,2.21,74254,163939
"SZ",2000,21,-9.76,38583,85484
"SZ",2000,22,8.21,38583,85484
"TG",2000,21,-6.52,57501,142087
"TG",2000,22,6.54,57501,142087
"TI",2000,21,-5.55,68581,194149
"TI",2000,22,-8.93,68581,194149
"UR",2000,21,-8.17,10707,25457
"UR",2000,22,2.55,10707,25457
"VD",2000,21,6.3,132647,366561
"VD",2000,22,-8.22,132647,366561
"VS",2000,21,-3.45,66079,183850
"VS",2000,22,-4.73,66079,183850
"ZG",2000,21,0.36,30747,64814
"ZG",2000,22,6.71,30747,64814
"ZH",2000,21,2.5,349072,787304
"ZH",2000,22,2.33,349072,787304
"AG",2001,21,-3.67,139955,356048
"AG",2001,22,5.86,139955,356048
"AI",2001,21,-9.7,4531,10003
"AI",2001,22,12.19,4531,10003
"AR",2001,21,-4.39,17738,35697
"AR",2001,22,6.17,17738,35697
"BE",2001,21,1.16,289817,677756
"BE",2001,22,0.42,289817,677756
"BL",2001,21,2.03,77105,176599
"BL",2001,22,1,77105,176599
"BS",2001,21,5.24,58094,114454
"BS",2001,22,-4.55,58094,114454
"FR",2001,21,1.8,71143,160062
"FR",2001,22,-5.59,71143,160062
"GE",2001,21,7.16,94675,205798
"GE",2001,22,-11.88,94675,205798
"GL",2001,21,-7.91,10111,24598
"GL",2001,22,6.01,10111,24598
"GR",2001,21,-2.38,49048,128510
"GR",2001,22,2.61,49048,128510
"JU",2001,21,1.88,18464,47967
"JU",2001,22,-16.89,18464,47967
"LU",2001,21,-2.14,108730,231032
"LU",2001,22,5.16,108730,231032
"NE",2001,21,4.65,55322,104483
"NE",2001,22,-11.34,55322,104483
"NW",2001,21,-4.3,12936,27381
"NW",2001,22,8.93,12936,27381
"OW",2001,21,-4.47,10819,22462
"OW",2001,22,8.17,10819,22462
"SG",2001,21,-4.6,125064,286317
"SG",2001,22,5.97,125064,286317
"SH",2001,21,-4.65,28445,48047
"SH",2001,22,1.1,28445,48047
"SO",2001,21,-2.39,75477,164374
"SO",2001,22,2.33,75477,164374
"SZ",2001,21,-9.7,43333,86977
"SZ",2001,22,8.4,43333,86977
"TG",2001,21,-6.39,59357,143222
"TG",2001,22,6.63,59357,143222
"TI",2001,21,-5.99,67078,195778
"TI",2001,22,-8.77,67078,195778
"UR",2001,21,-8.06,10764,25440
"UR",2001,22,2.56,10764,25440
"VD",2001,21,6.34,129671,368512
"VD",2001,22,-8.47,129671,368512
"VS",2001,21,-3.53,69794,185177
"VS",2001,22,-4.86,69794,185177
"ZG",2001,21,0.32,32940,65494
"ZG",2001,22,7.02,32940,65494
"ZH",2001,21,2.5,356430,795202
"ZH",2001,22,2.4,356430,795202
"AG",2002,21,-3.61,157141,359643
"AG",2002,22,5.81,157141,359643
"AI",2002,21,-9.58,4743,10095
"AI",2002,22,12.03,4743,10095
"AR",2002,21,-4.24,19038,35788
"AR",2002,22,6.15,19038,35788
"BE",2002,21,1.26,306084,680794
"BE",2002,22,0.31,306084,680794
"BL",2002,21,1.91,85355,177553
"BL",2002,22,0.92,85355,177553
"BS",2002,21,5.17,62239,117494
"BS",2002,22,-4.73,62239,117494
"FR",2002,21,1.81,67492,161966
"FR",2002,22,-5.68,67492,161966
"GE",2002,21,6.85,107740,207625
"GE",2002,22,-11.67,107740,207625
"GL",2002,21,-8.01,11485,24739
"GL",2002,22,5.94,11485,24739
"GR",2002,21,-2.47,52275,128920
"GR",2002,22,2.65,52275,128920
"JU",2002,21,1.7,18672,48157
"JU",2002,22,-16.76,18672,48157
"LU",2002,21,-2.1,120676,232738
"LU",2002,22,5.21,120676,232738
"NE",2002,21,4.82,56933,104664
"NE",2002,22,-11.29,56933,104664
"NW",2002,21,-4.26,15568,27794
"NW",2002,22,9.16,15568,27794
"OW",2002,21,-4.5,10809,22708
"OW",2002,22,8.21,10809,22708
"SG",2002,21,-4.67,136665,289086
"SG",2002,22,5.97,136665,289086
"SH",2002,21,-4.64,30178,48113
"SH",2002,22,1.03,30178,48113
"SO",2002,21,-2.34,83431,165143
"SO",2002,22,2.39,83431,165143
"SZ",2002,21,-9.67,45738,88334
"SZ",2002,22,8.58,45738,88334
"TG",2002,21,-6.27,66887,144484
"TG",2002,22,6.72,66887,144484
"TI",2002,21,-6.45,70142,197569
"TI",2002,22,-8.55,70142,197569
"UR",2002,21,-7.97,10682,25458
"UR",2002,22,2.58,10682,25458
"VD",2002,21,6.47,170038,364645
"VD",2002,22,-8.62,170038,364645
"VS",2002,21,-3.55,67890,186862
"VS",2002,22,-4.88,67890,186862
"ZG",2002,21,0.25,36860,66328
"ZG",2002,22,7.3,36860,66328
"ZH",2002,21,2.5,403948,802549
"ZH",2002,22,2.46,403948,802549
"AG",2003,21,-3.56,152352,362535
"AG",2003,22,5.73,152352,362535
"AI",2003,21,-9.44,3977,10206
"AI",2003,22,11.88,3977,10206
"AR",2003,21,-4.09,18204,35927
"AR",2003,22,6.1,18204,35927
"BE",2003,21,1.32,294650,683425
"BE",2003,22,0.19,294650,683425
"BL",2003,21,1.77,80742,178148
"BL",2003,22,0.76,80742,178148
"BS",2003,21,5.09,58521,116739
"BS",2003,22,-4.97,58521,116739
"FR",2003,21,1.8,68616,163643
"FR",2003,22,-5.73,68616,163643
"GE",2003,21,6.62,96707,208624
"GE",2003,22,-11.37,96707,208624
"GL",2003,21,-8.02,10511,24867
"GL",2003,22,5.87,10511,24867
"GR",2003,21,-2.49,48086,129392
"GR",2003,22,2.72,48086,129392
"JU",2003,21,1.57,18702,48295
"JU",2003,22,-16.61,18702,48295
"LU",2003,21,-2.09,111769,234090
"LU",2003,22,5.25,111769,234090
"NE",2003,21,4.99,53646,104973
"NE",2003,22,-11.2,53646,104973
"NW",2003,21,-4.22,13670,28070
"NW",2003,22,9.4,13670,28070
"OW",2003,21,-4.53,10594,22857
"OW",2003,22,8.27,10594,22857
"SG",2003,21,-4.71,127760,290011
"SG",2003,22,5.93,127760,290011
"SH",2003,21,-4.63,29295,48000
"SH",2003,22,0.99,29295,48000
"SO",2003,21,-2.33,81909,165748
"SO",2003,22,2.38,81909,165748
"SZ",2003,21,-9.64,44900,89415
"SZ",2003,22,8.74,44900,89415
"TG",2003,21,-6.14,65064,145607
"TG",2003,22,6.78,65064,145607
"TI",2003,21,-6.87,65191,198328
"TI",2003,22,-8.25,65191,198328
"UR",2003,21,-7.88,11100,25533
"UR",2003,22,2.6,11100,25533
"VD",2003,21,6.64,168029,364686
"VD",2003,22,-8.69,168029,364686
"VS",2003,21,-3.52,64859,188492
"VS",2003,22,-4.82,64859,188492
"ZG",2003,21,0.16,34363,66616
"ZG",2003,22,7.57,34363,66616
"ZH",2003,21,2.49,380564,807945
"ZH",2003,22,2.52,380564,807945
"AG",2004,21,-3.51,159249,366443
"AG",2004,22,5.59,159249,366443
"AI",2004,21,-9.25,4238,10189
"AI",2004,22,11.73,4238,10189
"AR",2004,21,-3.94,19219,36097
"AR",2004,22,6,19219,36097
"BE",2004,21,1.34,307921,687528
"BE",2004,22,0.04,307921,687528
"BL",2004,21,1.61,85171,180091
"BL",2004,22,0.54,85171,180091
"BS",2004,21,4.98,59255,111065
"BS",2004,22,-5.28,59255,111065
"FR",2004,21,1.77,71181,166124
"FR",2004,22,-5.74,71181,166124
"GE",2004,21,6.46,109594,210894
"GE",2004,22,-11,109594,210894
"GL",2004,21,-7.95,10683,25026
"GL",2004,22,5.8,10683,25026
"GR",2004,21,-2.43,49938,130588
"GR",2004,22,2.83,49938,130588
"JU",2004,21,1.46,21757,48429
"JU",2004,22,-16.42,21757,48429
"LU",2004,21,-2.08,120782,236334
"LU",2004,22,5.29,120782,236334
"NE",2004,21,5.15,55609,105505
"NE",2004,22,-11.07,55609,105505
"NW",2004,21,-4.16,13971,28514
"NW",2004,22,9.64,13971,28514
"OW",2004,21,-4.54,10964,23046
"OW",2004,22,8.35,10964,23046
"SG",2004,21,-4.73,130822,292326
"SG",2004,22,5.84,130822,292326
"SH",2004,21,-4.62,28981,48101
"SH",2004,22,0.97,28981,48101
"SO",2004,21,-2.35,80079,166372
"SO",2004,22,2.31,80079,166372
"SZ",2004,21,-9.6,44336,90587
"SZ",2004,22,8.89,44336,90587
"TG",2004,21,-6.01,61415,147529
"TG",2004,22,6.8,61415,147529
"TI",2004,21,-7.25,81869,200062
"TI",2004,22,-7.85,81869,200062
"UR",2004,21,-7.78,11690,25551
"UR",2004,22,2.66,11690,25551
"VD",2004,21,6.81,174900,366776
"VD",2004,22,-8.67,174900,366776
"VS",2004,21,-3.41,72685,190861
"VS",2004,22,-4.64,72685,190861
"ZG",2004,21,0.09,37166,67908
"ZG",2004,22,7.81,37166,67908
"ZH",2004,21,2.47,391964,816193
"ZH",2004,22,2.55,391964,816193
"AG",2005,21,-3.45,177187,370950
"AG",2005,22,5.41,177187,370950
"AI",2005,21,-9,4917,10328
"AI",2005,22,11.57,4917,10328
"AR",2005,21,-3.78,19967,36375
"AR",2005,22,5.83,19967,36375
"BE",2005,21,1.32,311195,691997
"BE",2005,22,-0.11,311195,691997
"BL",2005,21,1.44,87227,181464
"BL",2005,22,0.3,87227,181464
"BS",2005,21,4.86,60345,109955
"BS",2005,22,-5.63,60345,109955
"FR",2005,21,1.7,81490,168738
"FR",2005,22,-5.68,81490,168738
"GE",2005,21,6.34,116839,211991
"GE",2005,22,-10.54,116839,211991
"GL",2005,21,-7.78,11163,25078
"GL",2005,22,5.74,11163,25078
"GR",2005,21,-2.29,57368,131116
"GR",2005,22,2.99,57368,131116
"JU",2005,21,1.38,22897,48747
"JU",2005,22,-16.16,22897,48747
"LU",2005,21,-2.04,129692,238605
"LU",2005,22,5.32,129692,238605
"NE",2005,21,5.24,58987,105997
"NE",2005,22,-10.91,58987,105997
"NW",2005,21,-4.07,14742,28902
"NW",2005,22,9.89,14742,28902
"OW",2005,21,-4.51,12044,23255
"OW",2005,22,8.46,12044,23255
"SG",2005,21,-4.73,143583,294766
"SG",2005,22,5.69,143583,294766
"SH",2005,21,-4.59,30737,48251
"SH",2005,22,0.97,30737,48251
"SO",2005,21,-2.39,81339,167322
"SO",2005,22,2.18,81339,167322
"SZ",2005,21,-9.52,48205,91557
"SZ",2005,22,9.01,48205,91557
"TG",2005,21,-5.88,71771,149242
"TG",2005,22,6.77,71771,149242
"TI",2005,21,-7.57,90462,201861
"TI",2005,22,-7.33,90462,201861
"UR",2005,21,-7.64,11456,25623
"UR",2005,22,2.77,11456,25623
"VD",2005,21,6.94,190511,369524
"VD",2005,22,-8.56,190511,369524
"VS",2005,21,-3.22,96610,192904
"VS",2005,22,-4.32,96610,192904
"ZG",2005,21,0.05,38843,68931
"ZG",2005,22,8.01,38843,68931
"ZH",2005,21,2.45,425282,824699
"ZH",2005,22,2.55,425282,824699
"AG",2006,21,-3.39,149932,375358
"AG",2006,22,5.18,149932,375358
"AI",2006,21,-8.71,3996,10493
"AI",2006,22,11.39,3996,10493
"AR",2006,21,-3.63,17241,36740
"AR",2006,22,5.6,17241,36740
"BE",2006,21,1.24,271640,696528
"BE",2006,22,-0.28,271640,696528
"BL",2006,21,1.26,78446,182697
"BL",2006,22,0.05,78446,182697
"BS",2006,21,4.73,53506,108688
"BS",2006,22,-6.01,53506,108688
"FR",2006,21,1.63,74507,171435
"FR",2006,22,-5.54,74507,171435
"GE",2006,21,6.27,105269,214054
"GE",2006,22,-10.02,105269,214054
"GL",2006,21,-7.51,10051,25260
"GL",2006,22,5.66,10051,25260
"GR",2006,21,-2.06,49201,131954
"GR",2006,22,3.2,49201,131954
"JU",2006,21,1.35,19178,49221
"JU",2006,22,-15.81,19178,49221
"LU",2006,21,-1.98,108664,240985
"LU",2006,22,5.33,108664,240985
"NE",2006,21,5.27,50758,106674
"NE",2006,22,-10.73,50758,106674
"NW",2006,21,-3.95,12749,29220
"NW",2006,22,10.11,12749,29220
"OW",2006,21,-4.45,10018,23606
"OW",2006,22,8.57,10018,23606
"SG",2006,21,-4.7,125095,297301
"SG",2006,22,5.48,125095,297301
"SH",2006,21,-4.57,28492,48444
"SH",2006,22,1.01,28492,48444
"SO",2006,21,-2.43,73266,168160
"SO",2006,22,2.01,73266,168160
"SZ",2006,21,-9.4,43354,92773
"SZ",2006,22,9.12,43354,92773
"TG",2006,21,-5.74,61916,151358
"TG",2006,22,6.67,61916,151358
"TI",2006,21,-7.8,83198,203087
"TI",2006,22,-6.68,83198,203087
"UR",2006,21,-7.46,9291,25641
"UR",2006,22,2.97,9291,25641
"VD",2006,21,7.05,176668,372980
"VD",2006,22,-8.38,176668,372980
"VS",2006,21,-2.93,82900,194819
"VS",2006,22,-3.85,82900,194819
"ZG",2006,21,0.04,33838,69638
"ZG",2006,22,8.16,33838,69638
"ZH",2006,21,2.41,373722,833305
"ZH",2006,22,2.49,373722,833305
"AG",2007,21,-3.32,131832,377912
"AG",2007,22,4.92,131832,377912
"AI",2007,21,-8.35,3731,10591
"AI",2007,22,11.18,3731,10591
"AR",2007,21,-3.49,15374,36898
"AR",2007,22,5.3,15374,36898
"BE",2007,21,1.12,247299,698872
"BE",2007,22,-0.45,247299,698872
"BL",2007,21,1.06,67485,183456
"BL",2007,22,-0.17,67485,183456
"BS",2007,21,4.58,53115,108362
"BS",2007,22,-6.41,53115,108362
"FR",2007,21,1.53,69895,172598
"FR",2007,22,-5.34,69895,172598
"GE",2007,21,6.19,106098,215900
"GE",2007,22,-9.48,106098,215900
"GL",2007,21,-7.14,8972,25392
"GL",2007,22,5.56,8972,25392
"GR",2007,21,-1.74,47245,132290
"GR",2007,22,3.45,47245,132290
"JU",2007,21,1.33,21514,49390
"JU",2007,22,-15.4,21514,49390
"LU",2007,21,-1.87,103153,242535
"LU",2007,22,5.31,103153,242535
"NE",2007,21,5.22,54961,106827
"NE",2007,22,-10.52,54961,106827
"NW",2007,21,-3.77,11588,29462
"NW",2007,22,10.31,11588,29462
"OW",2007,21,-4.32,9610,23798
"OW",2007,22,8.7,9610,23798
"SG",2007,21,-4.64,117195,298584
"SG",2007,22,5.22,117195,298584
"SH",2007,21,-4.54,28643,48596
"SH",2007,22,1.06,28643,48596
"SO",2007,21,-2.47,62205,168606
"SO",2007,22,1.82,62205,168606
"SZ",2007,21,-9.22,37781,93510
"SZ",2007,22,9.2,37781,93510
"TG",2007,21,-5.58,56506,152250
"TG",2007,22,6.51,56506,152250
"TI",2007,21,-7.96,81875,204216
"TI",2007,22,-5.94,81875,204216
"UR",2007,21,-7.21,8019,25652
"UR",2007,22,3.27,8019,25652
"VD",2007,21,7.09,187419,375571
"VD",2007,22,-8.12,187419,375571
"VS",2007,21,-2.55,89205,196107
"VS",2007,22,-3.23,89205,196107
"ZG",2007,21,0.08,32794,70017
"ZG",2007,22,8.25,32794,70017
"ZH",2007,21,2.35,328552,839712
"ZH",2007,22,2.34,328552,839712
"AG",2008,21,-3.24,156712,383905
"AG",2008,22,4.65,156712,383905
"AI",2008,21,-8,3770,10742
"AI",2008,22,10.96,3770,10742
"AR",2008,21,-3.38,16474,37129
"AR",2008,22,4.96,16474,37129
"BE",2008,21,0.95,279622,702754
"BE",2008,22,-0.6,279622,702754
"BL",2008,21,0.86,80648,184643
"BL",2008,22,-0.34,80648,184643
"BS",2008,21,4.43,52774,107920
"BS",2008,22,-6.81,52774,107920
"FR",2008,21,1.44,75977,176319
"FR",2008,22,-5.07,75977,176319
"GE",2008,21,6.11,105191,218018
"GE",2008,22,-8.96,105191,218018
"GL",2008,21,-6.7,9328,25609
"GL",2008,22,5.45,9328,25609
"GR",2008,21,-1.36,52661,132958
"GR",2008,22,3.7,52661,132958
"JU",2008,21,1.34,21536,49737
"JU",2008,22,-14.92,21536,49737
"LU",2008,21,-1.73,111272,246303
"LU",2008,22,5.26,111272,246303
"NE",2008,21,5.1,49316,107423
"NE",2008,22,-10.3,49316,107423
"NW",2008,21,-3.56,13494,29764
"NW",2008,22,10.45,13494,29764
"OW",2008,21,-4.16,10835,24143
"OW",2008,22,8.81,10835,24143
"SG",2008,21,-4.57,125671,301965
"SG",2008,22,4.93,125671,301965
"SH",2008,21,-4.52,27692,48814
"SH",2008,22,1.13,27692,48814
"SO",2008,21,-2.5,72479,169563
"SO",2008,22,1.65,72479,169563
"SZ",2008,21,-8.98,41953,95167
"SZ",2008,22,9.26,41953,95167
"TG",2008,21,-5.42,60546,154514
"TG",2008,22,6.29,60546,154514
"TI",2008,21,-8.01,83052,206703
"TI",2008,22,-5.13,83052,206703
"UR",2008,21,-6.93,9142,25740
"UR",2008,22,3.65,9142,25740
"VD",2008,21,7.08,186958,381788
"VD",2008,22,-7.81,186958,381788
"VS",2008,21,-2.09,98854,198183
"VS",2008,22,-2.5,98854,198183
"ZG",2008,21,0.17,33944,70765
"ZG",2008,22,8.27,33944,70765
"ZH",2008,21,2.28,387677,851314
"ZH",2008,22,2.12,387677,851314
"AG",2009,21,-3.16,172150,388671
"AG",2009,22,4.42,172150,388671
"AI",2009,21,-7.65,4248,10850
"AI",2009,22,10.72,4248,10850
"AR",2009,21,-3.3,18363,37366
"AR",2009,22,4.61,18363,37366
"BE",2009,21,0.76,303550,706180
"BE",2009,22,-0.72,303550,706180
"BL",2009,21,0.65,83319,185567
"BL",2009,22,-0.45,83319,185567
"BS",2009,21,4.27,54386,107733
"BS",2009,22,-7.17,54386,107733
"FR",2009,21,1.35,76262,179220
"FR",2009,22,-4.77,76262,179220
"GE",2009,21,6.01,107727,218326
"GE",2009,22,-8.5,107727,218326
"GL",2009,21,-6.21,10265,25728
"GL",2009,22,5.33,10265,25728
"GR",2009,21,-0.95,50954,133756
"GR",2009,22,3.94,50954,133756
"JU",2009,21,1.37,19272,49955
"JU",2009,22,-14.42,19272,49955
"LU",2009,21,-1.57,112148,249522
"LU",2009,22,5.16,112148,249522
"NE",2009,21,4.92,50384,108223
"NE",2009,22,-10.07,50384,108223
"NW",2009,21,-3.32,13968,29986
"NW",2009,22,10.54,13968,29986
"OW",2009,21,-3.97,11474,24551
"OW",2009,22,8.91,11474,24551
"SG",2009,21,-4.5,135406,304846
"SG",2009,22,4.64,135406,304846
"SH",2009,21,-4.51,29576,48954
"SH",2009,22,1.21,29576,48954
"SO",2009,21,-2.51,80631,170432
"SO",2009,22,1.51,80631,170432
"SZ",2009,21,-8.69,43377,96200
"SZ",2009,22,9.31,43377,96200
"TG",2009,21,-5.27,70470,156589
"TG",2009,22,6.04,70470,156589
"TI",2009,21,-7.97,84219,208820
"TI",2009,22,-4.34,84219,208820
"UR",2009,21,-6.64,11648,25929
"UR",2009,22,4.08,11648,25929
"VD",2009,21,7.03,181520,386584
"VD",2009,22,-7.48,181520,386584
"VS",2009,21,-1.56,97048,200046
"VS",2009,22,-1.74,97048,200046
"ZG",2009,21,0.29,37003,70825
"ZG",2009,22,8.22,37003,70825
"ZH",2009,21,2.21,389208,861531
"ZH",2009,22,1.84,389208,861531
"AG",2010,21,-3.07,172408,387230
"AG",2010,22,4.22,172408,387230
"AI",2010,21,-7.37,4405,11017
"AI",2010,22,10.48,4405,11017
"AR",2010,21,-3.26,18389,37425
"AR",2010,22,4.29,18389,37425
"BE",2010,21,0.53,314634,709582
"BE",2010,22,-0.8,314634,709582
"BL",2010,21,0.45,84355,186038
"BL",2010,22,-0.48,84355,186038
"BS",2010,21,4.14,55861,107694
"BS",2010,22,-7.48,55861,107694
"FR",2010,21,1.27,81721,181877
"FR",2010,22,-4.48,81721,181877
"GE",2010,21,5.91,108522,219291
"GE",2010,22,-8.11,108522,219291
"GL",2010,21,-5.71,10248,25844
"GL",2010,22,5.2,10248,25844
"GR",2010,21,-0.55,52326,134567
"GR",2010,22,4.14,52326,134567
"JU",2010,21,1.4,20637,50358
"JU",2010,22,-13.95,20637,50358
"LU",2010,21,-1.41,119831,252552
"LU",2010,22,5.01,119831,252552
"NE",2010,21,4.72,50877,109386
"NE",2010,22,-9.85,50877,109386
"NW",2010,21,-3.1,16286,30132
"NW",2010,22,10.57,16286,30132
"OW",2010,21,-3.8,13039,24933
"OW",2010,22,8.98,13039,24933
"SG",2010,21,-4.43,138862,301357
"SG",2010,22,4.37,138862,301357
"SH",2010,21,-4.53,29050,49230
"SH",2010,22,1.29,29050,49230
"SO",2010,21,-2.52,80946,171262
"SO",2010,22,1.41,80946,171262
"SZ",2010,21,-8.39,47278,97095
"SZ",2010,22,9.35,47278,97095
"TG",2010,21,-5.15,69213,156911
"TG",2010,22,5.78,69213,156911
"TI",2010,21,-7.85,87997,210192
"TI",2010,22,-3.62,87997,210192
"UR",2010,21,-6.37,11214,25703
"UR",2010,22,4.51,11214,25703
"VD",2010,21,6.95,192601,391125
"VD",2010,22,-7.15,192601,391125
"VS",2010,21,-1.02,102226,202401
"VS",2010,22,-0.99,102226,202401
"ZG",2010,21,0.42,36510,71217
"ZG",2010,22,8.12,36510,71217
"ZH",2010,21,2.13,414150,869455
"ZH",2010,22,1.53,414150,869455
"AG",2011,21,-2.99,180640,389637
"AG",2011,22,4.07,180640,389637
"AI",2011,21,-7.19,4819,11016
"AI",2011,22,10.27,4819,11016
"AR",2011,21,-3.28,19283,37459
"AR",2011,22,4.02,19283,37459
"BE",2011,21,0.31,374091,711214
"BE",2011,22,-0.85,374091,711214
"BL",2011,21,0.28,91488,186188
"BL",2011,22,-0.47,91488,186188
"BS",2011,21,4.06,53035,107426
"BS",2011,22,-7.74,53035,107426
"FR",2011,21,1.21,84698,183402
"FR",2011,22,-4.21,84698,183402
"GE",2011,21,5.81,105510,220096
"GE",2011,22,-7.83,105510,220096
"GL",2011,21,-5.26,10820,25991
"GL",2011,22,5.1,10820,25991
"GR",2011,21,-0.2,58784,135061
"GR",2011,22,4.31,58784,135061
"JU",2011,21,1.45,19669,50391
"JU",2011,22,-13.54,19669,50391
"LU",2011,21,-1.28,126567,254105
"LU",2011,22,4.85,126567,254105
"NE",2011,21,4.52,51044,109519
"NE",2011,22,-9.66,51044,109519
"NW",2011,21,-2.9,15644,30265
"NW",2011,22,10.58,15644,30265
"OW",2011,21,-3.67,13236,25117
"OW",2011,22,9.03,13236,25117
"SG",2011,21,-4.38,145002,303114
"SG",2011,22,4.14,145002,303114
"SH",2011,21,-4.59,30657,49494
"SH",2011,22,1.35,30657,49494
"SO",2011,21,-2.52,83365,172059
"SO",2011,22,1.36,83365,172059
"SZ",2011,21,-8.1,50001,97849
"SZ",2011,22,9.39,50001,97849
"TG",2011,21,-5.07,76440,156757
"TG",2011,22,5.55,76440,156757
"TI",2011,21,-7.7,92102,210816
"TI",2011,22,-2.99,92102,210816
"UR",2011,21,-6.16,11086,25705
"UR",2011,22,4.93,11086,25705
"VD",2011,21,6.88,194582,393074
"VD",2011,22,-6.85,194582,393074
"VS",2011,21,-0.5,101369,203893
"VS",2011,22,-0.32,101369,203893
"ZG",2011,21,0.56,38316,71663
"ZG",2011,22,7.99,38316,71663
"ZH",2011,21,2.06,425140,873069
"ZH",2011,22,1.21,425140,873069
"AG",2012,21,-2.93,140518,394486
"AG",2012,22,3.97,140518,394486
"AI",2012,21,-7.1,3573,11124
"AI",2012,22,10.11,3573,11124
"AR",2012,21,-3.34,15619,37750
"AR",2012,22,3.8,15619,37750
"BE",2012,21,0.09,268435,718298
"BE",2012,22,-0.87,268435,718298
"BL",2012,21,0.13,72482,186597
"BL",2012,22,-0.44,72482,186597
"BS",2012,21,4.01,46906,83180
"BS",2012,22,-7.94,46906,83180
"FR",2012,21,1.16,72273,185658
"FR",2012,22,-3.97,72273,185658
"GE",2012,21,5.71,103069,221526
"GE",2012,22,-7.63,103069,221526
"GL",2012,21,-4.88,7557,26063
"GL",2012,22,5.02,7557,26063
"GR",2012,21,0.09,49578,135579
