gnr;jahr;dim;wert
2221;2014;21;2.23
2221;2014;22;-6.24
2222;2014;21;2.70
2222;2014;22;-7.18
2223;2014;21;-1.75
2223;2014;22;-1.57
2225;2014;21;-2.00
2225;2014;22;-0.94
2226;2014;21;1.80
2226;2014;22;-2.36
2228;2014;21;8.57
2228;2014;22;-7.36
2230;2014;21;7.28
2230;2014;22;1.04
2231;2014;21;-0.21
2231;2014;22;-11.94
2233;2014;21;3.91
2233;2014;22;-6.65
2234;2014;21;3.94
2234;2014;22;-5.33
2235;2014;21;3.24
2235;2014;22;-8.38
2243;2014;21;2.46
2243;2014;22;-4.34
2250;2014;21;-0.35
2250;2014;22;1.10
2251;2014;21;-3.00
2251;2014;22;2.25
2254;2014;21;-1.46
2254;2014;22;-7.04
2257;2014;21;3.67
2257;2014;22;-5.23
2258;2014;21;-0.41
2258;2014;22;5.12
2259;2014;21;-4.74
2259;2014;22;4.50
2260;2014;21;-8.56
2260;2014;22;7.90
2261;2014;21;-1.08
2261;2014;22;14.44
2262;2014;21;-2.71
2262;2014;22;2.25
2264;2014;21;4.15
2264;2014;22;2.57
2265;2014;21;-0.41
2265;2014;22;2.52
2266;2014;21;-4.46
2266;2014;22;1.47
2270;2014;21;-2.74
2270;2014;22;7.41
2271;2014;21;5.43
2271;2014;22;6.07
2272;2014;21;-1.16
2272;2014;22;-4.83
2274;2014;21;7.97
2274;2014;22;4.87
2275;2014;21;4.41
2275;2014;22;2.37
2276;2014;21;-2.43
2276;2014;22;8.40
2277;2014;21;-2.84
2277;2014;22;6.36
2278;2014;21;-6.44
2278;2014;22;3.82
2279;2014;21;-5.39
2279;2014;22;-5.09
2280;2014;21;3.51
2280;2014;22;-1.66
2281;2014;21;6.70
2281;2014;22;6.04
2283;2014;21;-4.72
2283;2014;22;-1.24
2291;2014;21;-4.50
2291;2014;22;-0.23
2292;2014;21;-9.82
2292;2014;22;2.97
2293;2014;21;0.77
2293;2014;22;0.79
2294;2014;21;-8.11
2294;2014;22;1.83
2295;2014;21;0.58
2295;2014;22;2.02
2296;2014;21;-2.22
2296;2014;22;2.97
2298;2014;21;-6.45
2298;2014;22;1.29
2299;2014;21;-12.27
2299;2014;22;2.34
2300;2014;21;-13.15
2300;2014;22;3.42
2301;2014;21;-6.53
2301;2014;22;2.15
2302;2014;21;-4.87
2302;2014;22;3.21
2303;2014;21;-13.80
2303;2014;22;4.97
2304;2014;21;1.65
2304;2014;22;-0.95
2305;2014;21;1.01
2305;2014;22;-0.59
2306;2014;21;2.13
2306;2014;22;-0.80
2307;2014;21;-5.54
2307;2014;22;2.60
2308;2014;21;-2.52
2308;2014;22;1.82
2309;2014;21;-1.62
2309;2014;22;-1.15
2310;2014;21;-8.14
2310;2014;22;2.09
2321;2014;21;3.84
2321;2014;22;-4.56
2323;2014;21;1.40
2323;2014;22;-7.18
2325;2014;21;-0.14
2325;2014;22;-3.55
2328;2014;21;3.77
2328;2014;22;-5.49
2333;2014;21;0.55
2333;2014;22;-4.06
2335;2014;21;-0.06
2335;2014;22;-5.93
2336;2014;21;-3.05
2336;2014;22;-2.06
2337;2014;21;-2.50
2337;2014;22;-7.32
2338;2014;21;-0.58
2338;2014;22;-4.03
2401;2014;21;-6.50
2401;2014;22;7.18
2402;2014;21;-7.29
2402;2014;22;7.28
2403;2014;21;-1.35
2403;2014;22;5.44
2404;2014;21;-6.43
2404;2014;22;6.75
2405;2014;21;-11.16
2405;2014;22;6.33
2406;2014;21;-6.07
2406;2014;22;4.97
2407;2014;21;-7.11
2407;2014;22;4.84
2408;2014;21;-2.85
2408;2014;22;5.67
2421;2014;21;-6.51
2421;2014;22;6.10
2422;2014;21;-5.70
2422;2014;22;5.25
2423;2014;21;-14.95
2423;2014;22;3.20
2424;2014;21;-8.11
2424;2014;22;6.30
2425;2014;21;-10.92
2425;2014;22;6.78
2426;2014;21;-9.27
2426;2014;22;5.72
2427;2014;21;-10.95
2427;2014;22;2.75
2428;2014;21;-12.23
2428;2014;22;7.14
2429;2014;21;-8.47
2429;2014;22;5.11
2445;2014;21;-6.86
2445;2014;22;7.76
2455;2014;21;-0.60
2455;2014;22;4.49
2456;2014;21;-1.02
2456;2014;22;6.43
2457;2014;21;-3.84
2457;2014;22;4.83
2461;2014;21;-3.05
2461;2014;22;5.05
2463;2014;21;1.39
2463;2014;22;7.16
2464;2014;21;-0.40
2464;2014;22;-2.28
2465;2014;21;-1.22
2465;2014;22;3.12
2471;2014;21;-1.06
2471;2014;22;0.10
2472;2014;21;-3.13
2472;2014;22;2.14
2473;2014;21;3.25
2473;2014;22;-4.63
2474;2014;21;-1.92
2474;2014;22;-2.81
2475;2014;21;-0.06
2475;2014;22;-1.26
2476;2014;21;2.73
2476;2014;22;3.36
2477;2014;21;-2.77
2477;2014;22;4.19
2478;2014;21;-3.75
2478;2014;22;-0.54
2479;2014;21;4.24
2479;2014;22;-7.92
2480;2014;21;-5.97
2480;2014;22;2.07
2481;2014;21;1.13
2481;2014;22;-1.48
2491;2014;21;-0.95
2491;2014;22;2.29
2492;2014;21;-8.13
2492;2014;22;4.33
2493;2014;21;-2.12
2493;2014;22;4.86
2495;2014;21;-6.53
2495;2014;22;4.63
2497;2014;21;-4.54
2497;2014;22;2.93
2498;2014;21;-5.76
2498;2014;22;-2.39
2499;2014;21;-4.56
2499;2014;22;5.18
2500;2014;21;-2.49
2500;2014;22;-3.77
2501;2014;21;-2.48
2501;2014;22;2.09
2502;2014;21;2.81
2502;2014;22;-1.33
2503;2014;21;-2.39
2503;2014;22;2.94
2511;2014;21;-2.75
2511;2014;22;0.80
2513;2014;21;-1.28
2513;2014;22;-1.59
2514;2014;21;-3.99
2514;2014;22;1.01
2516;2014;21;-3.78
2516;2014;22;1.27
2517;2014;21;-4.58
2517;2014;22;-2.36
2518;2014;21;-5.39
2518;2014;22;3.52
2519;2014;21;-6.28
2519;2014;22;-0.37
2520;2014;21;-3.59
2520;2014;22;-0.12
2523;2014;21;-6.85
2523;2014;22;0.66
2524;2014;21;-1.14
2524;2014;22;-2.99
2525;2014;21;-5.01
2525;2014;22;1.33
2526;2014;21;3.76
2526;2014;22;5.08
2527;2014;21;-4.68
2527;2014;22;-0.42
2528;2014;21;-8.73
2528;2014;22;0.48
2529;2014;21;-3.74
2529;2014;22;3.40
2530;2014;21;-7.26
2530;2014;22;-0.35
2532;2014;21;-6.18
2532;2014;22;0.77
2534;2014;21;-2.35
2534;2014;22;-3.23
2535;2014;21;-7.48
2535;2014;22;1.10
2541;2014;21;-2.61
2541;2014;22;3.06
2542;2014;21;-4.59
2542;2014;22;3.35
2543;2014;21;-4.71
2543;2014;22;5.41
2544;2014;21;6.65
2544;2014;22;11.26
2545;2014;21;-9.17
2545;2014;22;0.71
2546;2014;21;-5.57
2546;2014;22;1.92
2547;2014;21;-6.36
2547;2014;22;4.11
2548;2014;21;0.22
2548;2014;22;3.37
2549;2014;21;3.36
2549;2014;22;8.16
2550;2014;21;2.40
2550;2014;22;-1.15
2551;2014;21;-2.07
2551;2014;22;3.03
2553;2014;21;3.32
2553;2014;22;1.96
2554;2014;21;-0.51
2554;2014;22;3.22
2555;2014;21;0.61
2555;2014;22;-1.38
2556;2014;21;-8.44
2556;2014;22;3.94
2571;2014;21;-7.64
2571;2014;22;3.54
2572;2014;21;-8.29
2572;2014;22;6.30
2573;2014;21;-5.38
2573;2014;22;0.62
2574;2014;21;-8.07
2574;2014;22;5.32
2575;2014;21;-4.77
2575;2014;22;2.47
2576;2014;21;-3.16
2576;2014;22;4.42
2578;2014;21;-7.78
2578;2014;22;5.51
2579;2014;21;-4.43
2579;2014;22;4.73
2580;2014;21;-2.68
2580;2014;22;4.88
2581;2014;21;4.17
2581;2014;22;-3.61
2582;2014;21;-4.05
2582;2014;22;6.53
2583;2014;21;-3.34
2583;2014;22;3.29
2584;2014;21;4.72
2584;2014;22;1.48
2585;2014;21;-10.44
2585;2014;22;3.26
2586;2014;21;-0.33
2586;2014;22;2.48
2601;2014;21;8.34
2601;2014;22;-4.90
2611;2014;21;-12.03
2611;2014;22;-0.11
2612;2014;21;-5.52
2612;2014;22;4.50
2613;2014;21;-6.07
2613;2014;22;1.36
2614;2014;21;-8.99
2614;2014;22;2.36
2615;2014;21;-8.54
2615;2014;22;1.51
2616;2014;21;-11.11
2616;2014;22;2.48
2617;2014;21;-14.13
2617;2014;22;-1.94
2618;2014;21;-2.24
2618;2014;22;-0.90
2619;2014;21;-7.15
2619;2014;22;-1.86
2620;2014;21;-9.60
2620;2014;22;0.29
2621;2014;21;-7.38
2621;2014;22;2.26
2622;2014;21;-11.87
2622;2014;22;2.02
2701;2014;21;4.28
2701;2014;22;-9.47
2702;2014;21;4.50
2702;2014;22;4.53
2703;2014;21;2.64
2703;2014;22;-1.65
2761;2014;21;0.85
2761;2014;22;0.36
2762;2014;21;0.96
2762;2014;22;-3.12
2763;2014;21;6.75
2763;2014;22;-1.96
2764;2014;21;4.59
2764;2014;22;5.61
2765;2014;21;4.84
2765;2014;22;0.04
2766;2014;21;-2.50
2766;2014;22;-8.12
2767;2014;21;6.08
2767;2014;22;3.76
2768;2014;21;0.34
2768;2014;22;0.03
2769;2014;21;1.62
2769;2014;22;-3.34
2770;2014;21;0.02
2770;2014;22;-2.81
2771;2014;21;5.10
2771;2014;22;1.73
2772;2014;21;3.08
2772;2014;22;7.03
2773;2014;21;0.63
2773;2014;22;-0.62
2774;2014;21;1.46
2774;2014;22;4.00
2775;2014;21;2.98
2775;2014;22;1.19
2781;2014;21;-4.60
2781;2014;22;2.35
2782;2014;21;-12.50
2782;2014;22;0.96
2783;2014;21;-2.87
2783;2014;22;2.68
2784;2014;21;-7.53
2784;2014;22;-0.18
2785;2014;21;-3.10
2785;2014;22;-2.76
2786;2014;21;-6.20
2786;2014;22;-1.17
2787;2014;21;-0.32
2787;2014;22;0.75
2788;2014;21;-10.73
2788;2014;22;2.12
2789;2014;21;-12.91
2789;2014;22;-0.51
2790;2014;21;-13.72
2790;2014;22;-2.57
2791;2014;21;-6.27
2791;2014;22;3.37
2792;2014;21;-10.40
2792;2014;22;1.69
2793;2014;21;-5.60
2793;2014;22;-0.41
2821;2014;21;-4.04
2821;2014;22;6.27
2822;2014;21;-3.51
2822;2014;22;-0.94
2823;2014;21;-0.27
2823;2014;22;0.82
2824;2014;21;-1.03
2824;2014;22;-1.57
2825;2014;21;-0.93
2825;2014;22;3.22
2826;2014;21;-6.92
2826;2014;22;5.70
2827;2014;21;-5.44
2827;2014;22;1.73
2828;2014;21;-3.36
2828;2014;22;-0.15
2829;2014;21;2.28
2829;2014;22;-2.03
2830;2014;21;0.61
2830;2014;22;1.41
2831;2014;21;-1.04
2831;2014;22;-3.39
2832;2014;21;1.92
2832;2014;22;2.14
2833;2014;21;2.45
2833;2014;22;4.84
2834;2014;21;-3.19
2834;2014;22;-2.90
2841;2014;21;-7.06
2841;2014;22;0.38
2842;2014;21;-4.40
2842;2014;22;1.00
2843;2014;21;-7.79
2843;2014;22;-3.08
2844;2014;21;-7.67
2844;2014;22;5.50
2845;2014;21;-7.28
2845;2014;22;6.62
2846;2014;21;-0.55
2846;2014;22;-2.63
2847;2014;21;-10.61
2847;2014;22;3.11
2848;2014;21;-8.47
2848;2014;22;6.76
2849;2014;21;-3.34
2849;2014;22;0.53
2850;2014;21;-3.52
2850;2014;22;4.37
2851;2014;21;-4.40
2851;2014;22;-2.47
2852;2014;21;-10.24
2852;2014;22;-0.70
2853;2014;21;-2.14
2853;2014;22;1.08
2854;2014;21;-0.50
2854;2014;22;2.04
2855;2014;21;-2.37
2855;2014;22;-5.93
2856;2014;21;-3.29
2856;2014;22;1.42
2857;2014;21;-4.42
2857;2014;22;4.08
2858;2014;21;-5.51
2858;2014;22;0.10
2859;2014;21;-10.71
2859;2014;22;2.10
2860;2014;21;-5.13
2860;2014;22;-0.19
2861;2014;21;0.92
2861;2014;22;-0.49
2862;2014;21;-7.55
2862;2014;22;3.73
2863;2014;21;-3.91
2863;2014;22;-2.43
2864;2014;21;-8.91
2864;2014;22;4.47
2865;2014;21;-7.54
2865;2014;22;2.63
2866;2014;21;-4.49
2866;2014;22;4.99
2867;2014;21;-6.74
2867;2014;22;3.46
2868;2014;21;-2.84
2868;2014;22;0.98
2869;2014;21;-6.36
2869;2014;22;0.61
2881;2014;21;-7.33
2881;2014;22;4.78
2882;2014;21;-8.94
2882;2014;22;5.55
2883;2014;21;-14.55
2883;2014;22;4.54
2884;2014;21;-9.85
2884;2014;22;4.49
2885;2014;21;-11.32
2885;2014;22;3.59
2886;2014;21;-1.58
2886;2014;22;1.85
2887;2014;21;-6.29
2887;2014;22;4.19
2888;2014;21;-6.07
2888;2014;22;-2.65
2889;2014;21;-2.81
2889;2014;22;2.71
2890;2014;21;-13.27
2890;2014;22;6.42
2891;2014;21;-6.78
2891;2014;22;4.30
2892;2014;21;-5.69
2892;2014;22;2.09
2893;2014;21;-6.03
2893;2014;22;-1.72
2894;2014;21;-3.58
2894;2014;22;-0.11
2895;2014;21;-7.54
2895;2014;22;-0.90
2901;2014;21;-7.69
2901;2014;22;4.93
2903;2014;21;-6.84
2903;2014;22;7.70
2904;2014;21;-3.46
2904;2014;22;1.87
2914;2014;21;-7.02
2914;2014;22;4.26
2915;2014;21;-9.04
2915;2014;22;4.90
2917;2014;21;-9.91
2917;2014;22;6.96
2919;2014;21;-0.73
2919;2014;22;10.68
2920;2014;21;-9.48
2920;2014;22;4.73
2931;2014;21;-14.26
2931;2014;22;8.16
2932;2014;21;-7.57
2932;2014;22;4.13
2933;2014;21;-4.24
2933;2014;22;7.15
2936;2014;21;-9.95
2936;2014;22;8.27
2937;2014;21;-6.34
2937;2014;22;0.47
2938;2014;21;-4.29
2938;2014;22;6.99
2939;2014;21;-1.95
2939;2014;22;-2.62
2951;2014;21;-12.88
2951;2014;22;11.50
2952;2014;21;-9.19
2952;2014;22;7.78
2953;2014;21;-5.23
2953;2014;22;3.71
2961;2014;21;-13.34
2961;2014;22;4.37
2962;2014;21;-9.90
2962;2014;22;3.72
2963;2014;21;-10.01
2963;2014;22;6.71
2964;2014;21;-2.64
2964;2014;22;1.65
2971;2014;21;-9.67
2971;2014;22;6.99
2972;2014;21;-15.53
2972;2014;22;9.07
2973;2014;21;-11.82
2973;2014;22;4.53
2974;2014;21;-7.97
2974;2014;22;5.65
3001;2014;21;-2.80
3001;2014;22;3.59
3002;2014;21;-13.06
3002;2014;22;11.15
3003;2014;21;-13.46
3003;2014;22;14.19
3004;2014;21;-11.58
3004;2014;22;5.67
3005;2014;21;-5.63
3005;2014;22;4.35
3006;2014;21;-10.60
3006;2014;22;6.50
3007;2014;21;-6.92
3007;2014;22;8.87
3021;2014;21;-8.08
3021;2014;22;6.20
3022;2014;21;-3.57
3022;2014;22;1.86
3023;2014;21;0.53
3023;2014;22;1.72
3024;2014;21;1.22
3024;2014;22;6.34
3025;2014;21;5.70
3025;2014;22;-5.85
3031;2014;21;-5.41
3031;2014;22;2.22
3032;2014;21;-3.35
3032;2014;22;1.71
3033;2014;21;-10.46
3033;2014;22;4.54
3034;2014;21;-0.24
3034;2014;22;-2.11
3035;2014;21;-7.93
3035;2014;22;2.05
3036;2014;21;-3.30
3036;2014;22;-2.36
3037;2014;21;-9.94
3037;2014;22;3.00
3038;2014;21;-8.34
3038;2014;22;3.86
3101;2014;21;-4.55
3101;2014;22;9.97
3102;2014;21;-12.33
3102;2014;22;10.62
3103;2014;21;-7.24
3103;2014;22;11.78
3104;2014;21;-10.58
3104;2014;22;8.68
3105;2014;21;-7.63
3105;2014;22;9.78
3111;2014;21;-8.06
3111;2014;22;7.04
3201;2014;21;-5.41
3201;2014;22;5.85
3202;2014;21;-4.68
3202;2014;22;8.14
3203;2014;21;3.21
3203;2014;22;-4.22
3204;2014;21;-4.34
3204;2014;22;3.63
3211;2014;21;-6.21
3211;2014;22;3.91
3212;2014;21;-2.27
3212;2014;22;2.19
3213;2014;21;-4.82
3213;2014;22;3.56
3214;2014;21;0.94
3214;2014;22;8.84
3215;2014;21;-1.57
3215;2014;22;-2.64
3216;2014;21;-5.17
3216;2014;22;3.60
3217;2014;21;-5.46
3217;2014;22;4.16
3218;2014;21;-0.63
3218;2014;22;5.17
3219;2014;21;-6.31
3219;2014;22;3.26
3231;2014;21;-5.82
3231;2014;22;6.24
3232;2014;21;-2.96
3232;2014;22;8.07
3233;2014;21;-2.46
3233;2014;22;6.08
3234;2014;21;-7.74
3234;2014;22;7.85
3235;2014;21;-8.22
3235;2014;22;5.73
3236;2014;21;-8.94
3236;2014;22;6.38
3237;2014;21;-7.24
3237;2014;22;5.41
3238;2014;21;-6.89
3238;2014;22;6.64
3251;2014;21;-8.36
3251;2014;22;4.84
3252;2014;21;-14.23
3252;2014;22;8.53
3253;2014;21;-7.57
3253;2014;22;3.83
3254;2014;21;-13.06
3254;2014;22;9.00
3255;2014;21;-7.79
3255;2014;22;5.67
3256;2014;21;-12.05
3256;2014;22;8.18
3271;2014;21;-4.61
3271;2014;22;1.55
3272;2014;21;-6.52
3272;2014;22;5.55
3273;2014;21;-4.63
3273;2014;22;2.71
3274;2014;21;-9.31
3274;2014;22;5.43
3275;2014;21;-7.51
3275;2014;22;3.55
3276;2014;21;-7.72
3276;2014;22;4.41
3291;2014;21;-3.93
3291;2014;22;7.06
3292;2014;21;-13.95
3292;2014;22;8.41
3293;2014;21;-10.51
3293;2014;22;6.88
3294;2014;21;-8.37
3294;2014;22;6.04
3295;2014;21;-10.71
3295;2014;22;7.48
3296;2014;21;-3.55
3296;2014;22;2.71
3297;2014;21;-8.42
3297;2014;22;5.63
3298;2014;21;-5.55
3298;2014;22;5.84
3311;2014;21;-8.14
3311;2014;22;7.03
3312;2014;21;-11.60
3312;2014;22;7.61
3313;2014;21;-11.68
3313;2014;22;5.44
3315;2014;21;-11.31
3315;2014;22;6.23
3316;2014;21;-3.83
3316;2014;22;3.89
3338;2014;21;-4.62
3338;2014;22;4.97
3339;2014;21;-3.52
3339;2014;22;4.78
3340;2014;21;0.11
3340;2014;22;2.70
3341;2014;21;-9.86
3341;2014;22;6.99
3342;2014;21;-9.93
3342;2014;22;7.23
3352;2014;21;-5.96
3352;2014;22;4.22
3359;2014;21;-7.86
3359;2014;22;7.43
3360;2014;21;-7.29
3360;2014;22;5.09
3372;2014;21;-8.39
3372;2014;22;7.32
3374;2014;21;-2.29
3374;2014;22;2.57
3375;2014;21;-7.10
3375;2014;22;3.99
3378;2014;21;-11.43
3378;2014;22;4.30
3379;2014;21;-6.04
3379;2014;22;2.19
3392;2014;21;-7.32
3392;2014;22;7.14
3393;2014;21;-9.71
3393;2014;22;7.49
3394;2014;21;-10.26
3394;2014;22;8.98
3395;2014;21;-10.43
3395;2014;22;6.97
3401;2014;21;-4.17
3401;2014;22;2.19
3402;2014;21;-2.92
3402;2014;22;2.92
3405;2014;21;-8.80
3405;2014;22;6.17
3407;2014;21;-3.73
3407;2014;22;4.92
3408;2014;21;-5.82
3408;2014;22;3.90
3422;2014;21;-11.69
3422;2014;22;8.66
3423;2014;21;-6.37
3423;2014;22;9.42
3424;2014;21;-11.03
3424;2014;22;8.57
3426;2014;21;-4.31
3426;2014;22;9.03
3427;2014;21;-1.31
3427;2014;22;3.80
3441;2014;21;-1.57
3441;2014;22;8.36
3442;2014;21;-1.26
3442;2014;22;5.39
3443;2014;21;-4.66
3443;2014;22;5.16
3444;2014;21;-8.00
3444;2014;22;9.06
3503;2014;21;-5.48
3503;2014;22;12.79
3506;2014;21;1.60
3506;2014;22;7.41
3513;2014;21;5.03
3513;2014;22;11.01
3514;2014;21;-1.48
3514;2014;22;9.69
3521;2014;21;1.50
3521;2014;22;1.99
3522;2014;21;3.02
3522;2014;22;7.58
3531;2014;21;4.01
3531;2014;22;5.80
3532;2014;21;2.16
3532;2014;22;6.25
3533;2014;21;-5.30
3533;2014;22;8.31
3534;2014;21;8.76
3534;2014;22;2.58
3536;2014;21;4.75
3536;2014;22;2.87
3538;2014;21;3.00
3538;2014;22;6.16
3539;2014;21;5.05
3539;2014;22;9.19
3540;2014;21;-3.13
3540;2014;22;4.35
3541;2014;21;5.32
3541;2014;22;3.13
3542;2014;21;-0.92
3542;2014;22;5.52
3551;2014;21;-8.82
3551;2014;22;4.17
3561;2014;21;-1.90
3561;2014;22;4.35
3572;2014;21;4.17
3572;2014;22;10.81
3575;2014;21;3.49
3575;2014;22;10.89
3581;2014;21;3.95
3581;2014;22;3.25
3582;2014;21;0.18
3582;2014;22;7.79
3603;2014;21;7.49
3603;2014;22;8.74
3611;2014;21;-3.75
3611;2014;22;11.78
3612;2014;21;0.30
3612;2014;22;9.86
3616;2014;21;8.73
3616;2014;22;-1.29
3617;2014;21;1.88
3617;2014;22;10.30
3618;2014;21;1.47
3618;2014;22;9.34
3619;2014;21;1.35
3619;2014;22;6.15
3633;2014;21;1.46
3633;2014;22;3.71
3637;2014;21;-5.53
3637;2014;22;1.33
3638;2014;21;-1.61
3638;2014;22;0.25
3640;2014;21;-3.56
3640;2014;22;5.98
3661;2014;21;-2.00
3661;2014;22;1.71
3662;2014;21;6.33
3662;2014;22;9.46
3663;2014;21;5.72
3663;2014;22;-2.84
3668;2014;21;1.71
3668;2014;22;3.51
3669;2014;21;8.33
3669;2014;22;7.23
3670;2014;21;6.73
3670;2014;22;14.24
3672;2014;21;2.08
3672;2014;22;3.25
3673;2014;21;3.24
3673;2014;22;-1.49
3681;2014;21;-8.01
3681;2014;22;8.14
3691;2014;21;8.93
3691;2014;22;13.04
3693;2014;21;4.05
3693;2014;22;8.97
3694;2014;21;3.65
3694;2014;22;8.90
3695;2014;21;2.32
3695;2014;22;8.00
3701;2014;21;1.10
3701;2014;22;5.66
3703;2014;21;-3.98
3703;2014;22;7.48
3705;2014;21;9.94
3705;2014;22;-0.16
3707;2014;21;4.29
3707;2014;22;-5.19
3708;2014;21;12.47
3708;2014;22;8.99
3711;2014;21;-2.86
3711;2014;22;3.84
3712;2014;21;-3.12
3712;2014;22;7.10
3713;2014;21;-7.67
3713;2014;22;12.36
3721;2014;21;0.40
3721;2014;22;4.69
3722;2014;21;-0.20
3722;2014;22;4.76
3723;2014;21;-1.24
3723;2014;22;3.95
3731;2014;21;2.08
3731;2014;22;5.34
3732;2014;21;2.74
3732;2014;22;7.92
3733;2014;21;4.02
3733;2014;22;4.20
3734;2014;21;4.65
3734;2014;22;1.46
3746;2014;21;0.75
3746;2014;22;7.49
3752;2014;21;-1.98
3752;2014;22;8.04
3762;2014;21;3.12
3762;2014;22;2.55
3764;2014;21;1.99
3764;2014;22;4.71
3781;2014;21;2.25
3781;2014;22;1.39
3782;2014;21;6.68
3782;2014;22;7.77
3783;2014;21;5.24
3783;2014;22;4.14
3784;2014;21;4.25
3784;2014;22;10.28
3785;2014;21;0.27
3785;2014;22;4.59
3786;2014;21;5.41
3786;2014;22;6.40
3787;2014;21;4.44
3787;2014;22;9.97
3788;2014;21;0.80
3788;2014;22;5.92
3789;2014;21;9.15
3789;2014;22;6.94
3790;2014;21;4.28
3790;2014;22;12.73
3791;2014;21;3.56
3791;2014;22;7.72
3792;2014;21;1.89
3792;2014;22;8.19
3804;2014;21;-4.10
3804;2014;22;2.78
3805;2014;21;-5.55
3805;2014;22;-4.06
3808;2014;21;-9.81
3808;2014;22;-0.21
3810;2014;21;-8.26
3810;2014;22;-3.59
3821;2014;21;-9.76
3821;2014;22;-1.68
3822;2014;21;-9.43
3822;2014;22;-3.56
3823;2014;21;-8.88
3823;2014;22;2.39
3831;2014;21;-13.55
3831;2014;22;1.38
3832;2014;21;-9.47
3832;2014;22;-2.68
3833;2014;21;-14.81
3833;2014;22;3.33
3834;2014;21;-11.34
3834;2014;22;-5.75
3835;2014;21;-8.72
3835;2014;22;-3.99
3836;2014;21;-2.86
3836;2014;22;-7.69
3837;2014;21;-3.33
3837;2014;22;-2.95
3847;2014;21;0.56
3847;2014;22;7.75
3851;2014;21;1.98
3851;2014;22;5.53
3861;2014;21;-4.63
3861;2014;22;5.57
3862;2014;21;-7.24
3862;2014;22;8.85
3863;2014;21;-5.94
3863;2014;22;10.95
3871;2014;21;-4.07
3871;2014;22;9.48
3881;2014;21;-13.51
3881;2014;22;5.80
3882;2014;21;-11.69
3882;2014;22;9.70
3883;2014;21;-15.88
3883;2014;22;8.28
3891;2014;21;-9.55
3891;2014;22;6.76
3893;2014;21;-14.47
3893;2014;22;13.82
3901;2014;21;2.86
3901;2014;22;0.55
3911;2014;21;-0.02
3911;2014;22;4.76
3921;2014;21;-0.30
3921;2014;22;7.25
3926;2014;21;-11.01
3926;2014;22;2.80
3932;2014;21;1.37
3932;2014;22;6.79
3941;2014;21;2.92
3941;2014;22;1.03
3945;2014;21;-3.28
3945;2014;22;5.34
3946;2014;21;-4.00
3946;2014;22;4.78
3947;2014;21;0.12
3947;2014;22;7.74
3951;2014;21;-1.96
3951;2014;22;8.63
3952;2014;21;-1.03
3952;2014;22;7.73
3953;2014;21;2.01
3953;2014;22;9.21
3954;2014;21;4.85
3954;2014;22;2.15
3955;2014;21;-3.48
3955;2014;22;3.33
3961;2014;21;-4.22
3961;2014;22;6.71
3962;2014;21;-5.61
3962;2014;22;3.46
3972;2014;21;-4.07
3972;2014;22;2.71
3981;2014;21;1.09
3981;2014;22;8.60
3982;2014;21;1.04
3982;2014;22;6.00
3983;2014;21;1.46
3983;2014;22;5.82
3985;2014;21;4.35
3985;2014;22;8.11
3986;2014;21;0.04
3986;2014;22;5.81
3987;2014;21;2.30
3987;2014;22;4.11
4001;2014;21;5.19
4001;2014;22;-1.96
4002;2014;21;2.00
4002;2014;22;1.81
4003;2014;21;-1.32
4003;2014;22;3.07
4004;2014;21;-8.24
4004;2014;22;5.93
4005;2014;21;-0.23
4005;2014;22;6.62
4006;2014;21;-7.04
4006;2014;22;3.62
4007;2014;21;-9.07
4007;2014;22;8.58
4008;2014;21;2.82
4008;2014;22;2.03
4009;2014;21;-7.52
4009;2014;22;7.27
4010;2014;21;-6.38
4010;2014;22;4.10
4012;2014;21;-0.78
4012;2014;22;-0.47
4013;2014;21;-1.79
4013;2014;22;4.65
4021;2014;21;9.22
4021;2014;22;-1.07
4022;2014;21;-0.88
4022;2014;22;7.13
4023;2014;21;-1.19
4023;2014;22;11.52
4024;2014;21;-0.98
4024;2014;22;7.20
4026;2014;21;13.51
4026;2014;22;-0.98
4027;2014;21;-0.94
4027;2014;22;5.26
4028;2014;21;-0.79
4028;2014;22;0.25
4029;2014;21;-0.82
4029;2014;22;2.90
4030;2014;21;-2.04
4030;2014;22;4.87
4031;2014;21;-5.32
4031;2014;22;6.77
4032;2014;21;-6.55
4032;2014;22;8.08
4033;2014;21;-2.83
4033;2014;22;5.93
4034;2014;21;-4.16
4034;2014;22;2.06
4035;2014;21;0.21
4035;2014;22;6.99
4037;2014;21;3.77
4037;2014;22;9.32
4038;2014;21;2.72
4038;2014;22;3.39
4039;2014;21;-0.42
4039;2014;22;8.43
4040;2014;21;-6.50
4040;2014;22;2.02
4041;2014;21;-2.07
4041;2014;22;5.88
4042;2014;21;0.52
4042;2014;22;-2.74
4044;2014;21;-0.63
4044;2014;22;3.43
4045;2014;21;2.33
4045;2014;22;2.13
4046;2014;21;-4.10
4046;2014;22;4.27
4047;2014;21;-3.98
4047;2014;22;9.57
4048;2014;21;-0.70
4048;2014;22;7.22
4049;2014;21;-2.61
4049;2014;22;5.18
4061;2014;21;1.16
4061;2014;22;6.56
4062;2014;21;-0.95
4062;2014;22;5.59
4063;2014;21;-0.92
4063;2014;22;2.00
4064;2014;21;-10.12
4064;2014;22;8.69
4065;2014;21;-6.14
4065;2014;22;5.08
4066;2014;21;-4.54
4066;2014;22;6.36
4067;2014;21;-8.60
